chA_mv
3.295388671875000000e+03
3.327127929687500000e+03
3.312631591796875000e+03
3.321329345703125000e+03
3.298287841796875000e+03
3.315530761718750000e+03
3.315530761718750000e+03
3.298287841796875000e+03
3.306985595703125000e+03
3.321329345703125000e+03
3.312631591796875000e+03
3.292642089843750000e+03
3.315530761718750000e+03
3.292642089843750000e+03
3.312631591796875000e+03
3.309885009765625000e+03
3.335673095703125000e+03
3.329874511718750000e+03
3.309885009765625000e+03
3.295388671875000000e+03
3.306985595703125000e+03
3.304086425781250000e+03
3.312631591796875000e+03
3.289742675781250000e+03
3.283944091796875000e+03
3.292642089843750000e+03
3.301187255859375000e+03
3.324228759765625000e+03
3.309885009765625000e+03
3.304086425781250000e+03
3.321329345703125000e+03
3.329874511718750000e+03
3.329874511718750000e+03
3.304086425781250000e+03
3.306985595703125000e+03
3.301187255859375000e+03
3.335673095703125000e+03
3.315530761718750000e+03
3.332773925781250000e+03
3.312631591796875000e+03
3.306985595703125000e+03
3.301187255859375000e+03
3.304086425781250000e+03
3.327127929687500000e+03
3.324228759765625000e+03
3.312631591796875000e+03
3.289742675781250000e+03
3.309885009765625000e+03
3.321329345703125000e+03
3.309885009765625000e+03
3.301187255859375000e+03
3.304086425781250000e+03
3.315530761718750000e+03
3.312631591796875000e+03
3.306985595703125000e+03
3.324228759765625000e+03
3.312631591796875000e+03
3.324228759765625000e+03
3.306985595703125000e+03
3.304086425781250000e+03
3.332773925781250000e+03
3.312631591796875000e+03
3.321329345703125000e+03
3.324228759765625000e+03
3.321329345703125000e+03
3.309885009765625000e+03
3.278298339843750000e+03
3.329874511718750000e+03
3.272499755859375000e+03
3.338572265625000000e+03
3.283944091796875000e+03
3.327127929687500000e+03
3.298287841796875000e+03
3.315530761718750000e+03
3.324228759765625000e+03
3.304086425781250000e+03
3.298287841796875000e+03
3.295388671875000000e+03
3.309885009765625000e+03
3.318430175781250000e+03
3.312631591796875000e+03
3.306985595703125000e+03
3.318430175781250000e+03
3.306985595703125000e+03
3.292642089843750000e+03
3.321329345703125000e+03
3.318430175781250000e+03
3.327127929687500000e+03
3.309885009765625000e+03
3.306985595703125000e+03
3.312631591796875000e+03
3.318430175781250000e+03
3.321329345703125000e+03
3.324228759765625000e+03
3.312631591796875000e+03
3.324228759765625000e+03
3.327127929687500000e+03
3.306985595703125000e+03
3.301187255859375000e+03
3.301187255859375000e+03
3.327127929687500000e+03
3.315530761718750000e+03
3.306985595703125000e+03
3.327127929687500000e+03
3.312631591796875000e+03
3.298287841796875000e+03
3.309885009765625000e+03
3.309885009765625000e+03
3.315530761718750000e+03
3.309885009765625000e+03
3.318430175781250000e+03
3.301187255859375000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.309885009765625000e+03
3.315530761718750000e+03
3.324228759765625000e+03
3.312631591796875000e+03
3.301187255859375000e+03
3.318430175781250000e+03
3.327127929687500000e+03
3.327127929687500000e+03
3.309885009765625000e+03
3.321329345703125000e+03
3.329874511718750000e+03
3.327127929687500000e+03
3.318430175781250000e+03
3.315530761718750000e+03
3.301187255859375000e+03
3.327127929687500000e+03
3.327127929687500000e+03
3.332773925781250000e+03
3.306985595703125000e+03
3.324228759765625000e+03
3.309885009765625000e+03
3.295388671875000000e+03
3.335673095703125000e+03
3.289742675781250000e+03
3.315530761718750000e+03
3.327127929687500000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.286843505859375000e+03
3.301187255859375000e+03
3.312631591796875000e+03
3.315530761718750000e+03
3.318430175781250000e+03
3.318430175781250000e+03
3.292642089843750000e+03
3.329874511718750000e+03
3.306985595703125000e+03
3.321329345703125000e+03
3.298287841796875000e+03
3.292642089843750000e+03
3.298287841796875000e+03
3.324228759765625000e+03
3.312631591796875000e+03
3.306985595703125000e+03
3.332773925781250000e+03
3.312631591796875000e+03
3.295388671875000000e+03
3.304086425781250000e+03
3.315530761718750000e+03
3.304086425781250000e+03
3.315530761718750000e+03
3.321329345703125000e+03
3.327127929687500000e+03
3.304086425781250000e+03
3.292642089843750000e+03
3.329874511718750000e+03
3.295388671875000000e+03
3.327127929687500000e+03
3.306985595703125000e+03
3.315530761718750000e+03
3.306985595703125000e+03
3.309885009765625000e+03
3.318430175781250000e+03
3.318430175781250000e+03
3.309885009765625000e+03
3.289742675781250000e+03
3.318430175781250000e+03
3.292642089843750000e+03
3.312631591796875000e+03
3.335673095703125000e+03
3.329874511718750000e+03
3.292642089843750000e+03
3.312631591796875000e+03
3.315530761718750000e+03
3.315530761718750000e+03
3.321329345703125000e+03
3.306985595703125000e+03
3.327127929687500000e+03
3.292642089843750000e+03
3.309885009765625000e+03
3.298287841796875000e+03
3.318430175781250000e+03
3.315530761718750000e+03
3.295388671875000000e+03
3.306985595703125000e+03
3.304086425781250000e+03
3.327127929687500000e+03
3.295388671875000000e+03
3.321329345703125000e+03
3.318430175781250000e+03
3.306985595703125000e+03
3.321329345703125000e+03
3.286843505859375000e+03
3.289742675781250000e+03
3.312631591796875000e+03
3.324228759765625000e+03
3.321329345703125000e+03
3.318430175781250000e+03
3.306985595703125000e+03
3.309885009765625000e+03
3.318430175781250000e+03
3.289742675781250000e+03
3.327127929687500000e+03
3.306985595703125000e+03
3.318430175781250000e+03
3.304086425781250000e+03
3.324228759765625000e+03
3.301187255859375000e+03
3.332773925781250000e+03
3.321329345703125000e+03
3.306985595703125000e+03
3.315530761718750000e+03
3.298287841796875000e+03
3.304086425781250000e+03
3.306985595703125000e+03
3.327127929687500000e+03
3.295388671875000000e+03
3.324228759765625000e+03
3.301187255859375000e+03
3.298287841796875000e+03
3.327127929687500000e+03
3.306985595703125000e+03
3.324228759765625000e+03
3.298287841796875000e+03
3.327127929687500000e+03
3.304086425781250000e+03
3.304086425781250000e+03
3.321329345703125000e+03
3.312631591796875000e+03
3.306985595703125000e+03
3.304086425781250000e+03
3.301187255859375000e+03
3.304086425781250000e+03
3.304086425781250000e+03
3.324228759765625000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.329874511718750000e+03
3.306985595703125000e+03
3.318430175781250000e+03
3.298287841796875000e+03
3.298287841796875000e+03
3.321329345703125000e+03
3.298287841796875000e+03
3.301187255859375000e+03
3.309885009765625000e+03
3.312631591796875000e+03
3.332773925781250000e+03
3.318430175781250000e+03
3.315530761718750000e+03
3.315530761718750000e+03
3.321329345703125000e+03
3.309885009765625000e+03
3.301187255859375000e+03
3.321329345703125000e+03
3.295388671875000000e+03
3.315530761718750000e+03
3.298287841796875000e+03
3.309885009765625000e+03
3.312631591796875000e+03
3.327127929687500000e+03
3.295388671875000000e+03
3.301187255859375000e+03
3.309885009765625000e+03
3.324228759765625000e+03
3.324228759765625000e+03
3.321329345703125000e+03
3.304086425781250000e+03
3.298287841796875000e+03
3.301187255859375000e+03
3.306985595703125000e+03
3.315530761718750000e+03
3.309885009765625000e+03
3.335673095703125000e+03
3.295388671875000000e+03
3.301187255859375000e+03
3.298287841796875000e+03
3.321329345703125000e+03
3.315530761718750000e+03
3.324228759765625000e+03
3.283944091796875000e+03
3.289742675781250000e+03
3.321329345703125000e+03
3.324228759765625000e+03
3.292642089843750000e+03
3.295388671875000000e+03
3.327127929687500000e+03
3.318430175781250000e+03
3.312631591796875000e+03
3.318430175781250000e+03
3.324228759765625000e+03
3.301187255859375000e+03
3.295388671875000000e+03
3.309885009765625000e+03
3.306985595703125000e+03
3.301187255859375000e+03
3.324228759765625000e+03
3.321329345703125000e+03
3.304086425781250000e+03
3.306985595703125000e+03
3.301187255859375000e+03
3.324228759765625000e+03
3.318430175781250000e+03
3.295388671875000000e+03
3.327127929687500000e+03
3.306985595703125000e+03
3.312631591796875000e+03
3.309885009765625000e+03
3.309885009765625000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.304086425781250000e+03
3.304086425781250000e+03
3.289742675781250000e+03
3.329874511718750000e+03
3.306985595703125000e+03
3.327127929687500000e+03
3.306985595703125000e+03
3.341471679687500000e+03
3.304086425781250000e+03
3.309885009765625000e+03
3.298287841796875000e+03
3.321329345703125000e+03
3.321329345703125000e+03
3.301187255859375000e+03
3.309885009765625000e+03
3.295388671875000000e+03
3.327127929687500000e+03
3.292642089843750000e+03
3.309885009765625000e+03
3.332773925781250000e+03
3.309885009765625000e+03
3.318430175781250000e+03
3.298287841796875000e+03
3.309885009765625000e+03
3.315530761718750000e+03
3.318430175781250000e+03
3.318430175781250000e+03
3.315530761718750000e+03
3.324228759765625000e+03
3.295388671875000000e+03
3.304086425781250000e+03
3.309885009765625000e+03
3.309885009765625000e+03
3.315530761718750000e+03
3.315530761718750000e+03
3.295388671875000000e+03
3.332773925781250000e+03
3.298287841796875000e+03
3.304086425781250000e+03
3.312631591796875000e+03
3.278298339843750000e+03
3.304086425781250000e+03
3.295388671875000000e+03
3.312631591796875000e+03
3.329874511718750000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.306985595703125000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.289742675781250000e+03
3.318430175781250000e+03
3.324228759765625000e+03
3.298287841796875000e+03
3.304086425781250000e+03
3.324228759765625000e+03
3.292642089843750000e+03
3.309885009765625000e+03
3.289742675781250000e+03
3.315530761718750000e+03
3.306985595703125000e+03
3.304086425781250000e+03
3.324228759765625000e+03
3.324228759765625000e+03
3.312631591796875000e+03
3.301187255859375000e+03
3.304086425781250000e+03
3.289742675781250000e+03
3.306985595703125000e+03
3.309885009765625000e+03
3.324228759765625000e+03
3.304086425781250000e+03
3.321329345703125000e+03
3.318430175781250000e+03
3.318430175781250000e+03
3.309885009765625000e+03
3.332773925781250000e+03
3.304086425781250000e+03
3.341471679687500000e+03
3.315530761718750000e+03
3.304086425781250000e+03
3.315530761718750000e+03
3.304086425781250000e+03
3.315530761718750000e+03
3.312631591796875000e+03
3.309885009765625000e+03
3.278298339843750000e+03
3.309885009765625000e+03
3.315530761718750000e+03
3.315530761718750000e+03
3.309885009765625000e+03
3.283944091796875000e+03
3.283944091796875000e+03
3.315530761718750000e+03
3.332773925781250000e+03
3.321329345703125000e+03
3.321329345703125000e+03
3.321329345703125000e+03
3.324228759765625000e+03
3.309885009765625000e+03
3.315530761718750000e+03
3.309885009765625000e+03
3.309885009765625000e+03
3.309885009765625000e+03
3.304086425781250000e+03
3.301187255859375000e+03
3.298287841796875000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.318430175781250000e+03
3.318430175781250000e+03
3.292642089843750000e+03
3.301187255859375000e+03
3.286843505859375000e+03
3.321329345703125000e+03
3.309885009765625000e+03
3.318430175781250000e+03
3.306985595703125000e+03
3.295388671875000000e+03
3.324228759765625000e+03
3.312631591796875000e+03
3.295388671875000000e+03
3.315530761718750000e+03
3.306985595703125000e+03
3.306985595703125000e+03
3.286843505859375000e+03
3.292642089843750000e+03
3.306985595703125000e+03
3.286843505859375000e+03
3.306985595703125000e+03
3.315530761718750000e+03
3.304086425781250000e+03
3.306985595703125000e+03
3.312631591796875000e+03
3.312631591796875000e+03
3.304086425781250000e+03
